"id","source","pmcid","title","journalTitle","issue","journalVolume","pubYear","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","journalIssn","doi","authorString","pmid","pmcid_","rt_all_pmid","rt_all_pmcid_pmc","rt_all_pmcid_uid","rt_all_doi","rt_all_filename","rt_all_journal","rt_all_publisher","rt_all_affiliation_institution","rt_all_affiliation_country","rt_all_year_epub","rt_all_year_ppub","rt_all_is_coi_pred","rt_all_coi_text","rt_all_is_coi_pmc_fn","rt_all_is_coi_pmc_title","rt_all_is_relevant_coi","rt_all_is_relevant_coi_hi","rt_all_is_relevant_coi_lo","rt_all_is_explicit_coi","rt_all_coi_1","rt_all_coi_2","rt_all_coi_disclosure_1","rt_all_commercial_1","rt_all_benefit_1","rt_all_consultant_1","rt_all_grants_1","rt_all_brief_1","rt_all_fees_1","rt_all_consults_1","rt_all_connect_1","rt_all_connect_2","rt_all_commercial_ack_1","rt_all_rights_1","rt_all_founder_1","rt_all_advisor_1","rt_all_paid_1","rt_all_board_1","rt_all_no_coi_1","rt_all_no_funder_role_1","rt_all_is_fund_pred","rt_all_fund_text","rt_all_fund_pmc_institute","rt_all_fund_pmc_source","rt_all_fund_pmc_anysource","rt_all_is_fund_pmc_group","rt_all_is_fund_pmc_title","rt_all_is_fund_pmc_anysource","rt_all_is_relevant_fund","rt_all_is_explicit_fund","rt_all_support_1","rt_all_support_3","rt_all_support_4","rt_all_support_5","rt_all_support_6","rt_all_support_7","rt_all_support_8","rt_all_support_9","rt_all_support_10","rt_all_developed_1","rt_all_received_1","rt_all_received_2","rt_all_recipient_1","rt_all_authors_1","rt_all_authors_2","rt_all_thank_1","rt_all_thank_2","rt_all_fund_1","rt_all_fund_2","rt_all_fund_3","rt_all_supported_1","rt_all_financial_1","rt_all_financial_2","rt_all_financial_3","rt_all_grant_1","rt_all_french_1","rt_all_common_1","rt_all_common_2","rt_all_common_3","rt_all_common_4","rt_all_common_5","rt_all_acknow_1","rt_all_disclosure_1","rt_all_disclosure_2","rt_all_fund_ack","rt_all_project_ack","rt_all_is_register_pred","rt_all_register_text","rt_all_type","rt_all_is_research","rt_all_is_review","rt_all_is_reg_pmc_title","rt_all_is_relevant_reg","rt_all_is_method","rt_all_is_NCT","rt_all_is_explicit_reg","rt_all_prospero_1","rt_all_registered_1","rt_all_registered_2","rt_all_registered_3","rt_all_registered_4","rt_all_registered_5","rt_all_not_registered_1","rt_all_registration_1","rt_all_registration_2","rt_all_registration_3","rt_all_registration_4","rt_all_registry_1","rt_all_reg_title_1","rt_all_reg_title_2","rt_all_reg_title_3","rt_all_reg_title_4","rt_all_funded_ct_1","rt_all_ct_2","rt_all_ct_3","rt_all_protocol_1","rt_all_is_success","rt_data_pmid","rt_data_pmcid_pmc","rt_data_pmcid_uid","rt_data_doi","rt_data_filename","rt_data_is_relevant_data","rt_data_is_relevant_code","rt_data_article","rt_data_is_open_data","rt_data_open_data_category","rt_data_is_reuse","rt_data_is_open_code","rt_data_is_code_supplement","rt_data_is_code_reuse","rt_data_is_open_data_das","rt_data_is_open_code_cas","rt_data_das","rt_data_open_data_statements","rt_data_cas","rt_data_open_code_statements","rt_data_is_success"
"29613322","MED","PMC5492571","A Case of Puerperal Eclampsia, Having a Peculiar Puerperal History: And Observations on Coma and Its Treatment by Venesection.","Trans Edinb Obstet Soc",NA,25,1900,"71-83","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Macvie S.",29613322,"5492571","29613322","","5492571","","PMC 5492571.xml","Transactions. Edinburgh Obstetrical Society","Oliver and Boyd; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29613322","","5492571","not found","PMC 5492571.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29613321","MED","PMC5492570","Exhibition of Specimens.","Trans Edinb Obstet Soc",NA,25,1900,"176-181","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,NA,29613321,"5492570","29613321","","5492570","","PMC 5492570.xml","Transactions. Edinburgh Obstetrical Society","Oliver and Boyd; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29613321","","5492570","not found","PMC 5492570.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29613320","MED","PMC5492569","Pyosalpinx Removed by Laparotomy in the Early Puerperium.","Trans Edinb Obstet Soc",NA,25,1900,"38-46","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Murray RM.",29613320,"5492569","29613320","","5492569","","PMC 5492569.xml","Transactions. Edinburgh Obstetrical Society","Oliver and Boyd; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29613320","","5492569","not found","PMC 5492569.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29613319","MED","PMC5492568","Clinical Note of a Case of Eclampsia at the Sixth Month of Pregnancy, Treated by Saline Infusion and Veratrum Viride.","Trans Edinb Obstet Soc",NA,25,1900,"196-202","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Ballantyne JW.",29613319,"5492568","29613319","","5492568","","PMC 5492568.xml","Transactions. Edinburgh Obstetrical Society","Oliver and Boyd; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29613319","","5492568","not found","PMC 5492568.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29589705","MED","PMC5522562","Exhibition of Patient.","Trans Med Chir Soc Edinb",NA,19,1900,"136","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-29","1900-01-01","0267-2790",NA,NA,29589705,"5522562","29589705","","5522562","","PMC 5522562.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29589705","","5522562","not found","PMC 5522562.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29589706","MED","PMC5522555","Exhibition of Instrument.","Trans Med Chir Soc Edinb",NA,19,1900,"155-156","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-29","1900-01-01","0267-2790",NA,NA,29589706,"5522555","29589706","","5522555","","PMC 5522555.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29589706","","5522555","not found","PMC 5522555.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584380","MED","PMC5522568","Case of Acute Ascending Paralysis Due to Influenza.","Trans Med Chir Soc Edinb",NA,19,1900,"201-206","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"James A, Fleming RA.",29584380,"5522568","29584380","","5522568","","PMC 5522568.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584380","","5522568","not found","PMC 5522568.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584221","MED","PMC5522575","On the Radical Cure of Hernia, with the Statistics of Seven Years' Experience in the Royal Infirmary.","Trans Med Chir Soc Edinb",NA,19,1900,"35-43","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"MacGillivray CW.",29584221,"5522575","29584221","","5522575","","PMC 5522575.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584221","","5522575","not found","PMC 5522575.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584220","MED","PMC5522573","On the Importance of Examining the Blood in Doubtful Cases of Disease.","Trans Med Chir Soc Edinb",NA,19,1900,"10-20","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Gulland GL.",29584220,"5522573","29584220","","5522573","","PMC 5522573.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584220","","5522573","not found","PMC 5522573.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584219","MED","PMC5522571","Clinical Experience with Salol in Treatment of Small-Pox.","Trans Med Chir Soc Edinb",NA,19,1900,"56-58","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Begg C.",29584219,"5522571","29584219","","5522571","","PMC 5522571.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584219","","5522571","not found","PMC 5522571.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584218","MED","PMC5522570","Paralysis of Vertical with Conservation of Lateral Conjugate Movements of Both Eyeballs.","Trans Med Chir Soc Edinb",NA,19,1900,"206-210","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Bruce A.",29584218,"5522570","29584218","","5522570","","PMC 5522570.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584218","","5522570","not found","PMC 5522570.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584216","MED","PMC5522567","Exhibition of Pathological Specimens.","Trans Med Chir Soc Edinb",NA,19,1900,"28-33","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584216,"5522567","29584216","","5522567","","PMC 5522567.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584216","","5522567","not found","PMC 5522567.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584217","MED","PMC5522569","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,19,1900,"44-53","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584217,"5522569","29584217","","5522569","","PMC 5522569.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584217","","5522569","not found","PMC 5522569.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584215","MED","PMC5522565","Clinical Note on Residual Urine in Cases of Enlarged Prostate.","Trans Med Chir Soc Edinb",NA,19,1900,"197-201","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Miller AG.",29584215,"5522565","29584215","","5522565","","PMC 5522565.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584215","","5522565","not found","PMC 5522565.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584214","MED","PMC5522564","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,19,1900,"1-2","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584214,"5522564","29584214","","5522564","","PMC 5522564.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584214","","5522564","not found","PMC 5522564.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584213","MED","PMC5522563","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,19,1900,"55-56","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584213,"5522563","29584213","","5522563","","PMC 5522563.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584213","","5522563","not found","PMC 5522563.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584212","MED","PMC5522561","Exhibition of Pathological Specimens.","Trans Med Chir Soc Edinb",NA,19,1900,"193-196","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584212,"5522561","29584212","","5522561","","PMC 5522561.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584212","","5522561","not found","PMC 5522561.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584211","MED","PMC5522560","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,19,1900,"191-193","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,29584211,"5522560","29584211","","5522560","","PMC 5522560.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","meeting-report",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584211","","5522560","not found","PMC 5522560.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
"29584209","MED","PMC5522558","On the Increase of Diseases of the Nervous System and of Insanity.","Trans Med Chir Soc Edinb",NA,19,1900,"77-94","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Ireland WW.",29584209,"5522558","29584209","","5522558","","PMC 5522558.xml","Transactions. Medico-Chirurgical Society of Edinburgh","Adam Black & Thomas Ireland & Co.; Edinburgh","","","","1900",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","research-article",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"29584209","","5522558","not found","PMC 5522558.xml",FALSE,FALSE,"not found",FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","",TRUE
