"id","source","pmcid","title","journalTitle","issue","journalVolume","pubYear","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","journalIssn","doi","authorString","pmid"
"29613334","MED","PMC5492583","Kraurosis Vulvæ.","Trans Edinb Obstet Soc",NA,"25","1900","202-205","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Kynoch JAC.","29613334"
"29613333","MED","PMC5492582","Complicated Case of Double Ovariotomy in a Girl Aged Eighteen.","Trans Edinb Obstet Soc",NA,"25","1900","104-107","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Croom JH.","29613333"
"29613332","MED","PMC5492581","Notes on a Case of Sudden Death Following Labour, Due to Cardiac Disease and Pneumonia.","Trans Edinb Obstet Soc",NA,"25","1900","46-52","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Paterson GWS.","29613332"
"29613331","MED","PMC5492580","Delivery by Basilysis.","Trans Edinb Obstet Soc",NA,"25","1900","83-91","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Simpson AR.","29613331"
"29613330","MED","PMC5492579","Note on Levurine.","Trans Edinb Obstet Soc",NA,"25","1900","91-94","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Simpson AR.","29613330"
"29613329","MED","PMC5492578","Exhibition of Specimens.","Trans Edinb Obstet Soc",NA,"25","1900","52-53","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,NA,"29613329"
"29613328","MED","PMC5492577","A Case of Cæsarean Section Followed by Sub-Peritoneal Hysterectomy.","Trans Edinb Obstet Soc",NA,"25","1900","186-190","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Brewis NT.","29613328"
"29613327","MED","PMC5492576","Vaginal Cœliotomy.","Trans Edinb Obstet Soc",NA,"25","1900","21-38","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Kynoch JAC.","29613327"
"29613326","MED","PMC5492575","Exhibition of Specimens.","Trans Edinb Obstet Soc",NA,"25","1900","142-145","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,NA,"29613326"
"29613325","MED","PMC5492574","Vaporisation (Atmokausis) of the Endometrium.","Trans Edinb Obstet Soc",NA,"25","1900","131-137","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Simpson AR.","29613325"
"29613324","MED","PMC5492573","Note of a Large Solid Intra-Ligamentary Tumour Removed by Abdominal Section.","Trans Edinb Obstet Soc",NA,"25","1900","14-19","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Brewis NT.","29613324"
"29613323","MED","PMC5492572","Clinical Noted on a Case of Vulvar Hæmatoma.","Trans Edinb Obstet Soc",NA,"25","1900","137-142","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Ballantyne JW.","29613323"
"29613322","MED","PMC5492571","A Case of Puerperal Eclampsia, Having a Peculiar Puerperal History: And Observations on Coma and Its Treatment by Venesection.","Trans Edinb Obstet Soc",NA,"25","1900","71-83","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Macvie S.","29613322"
"29613321","MED","PMC5492570","Exhibition of Specimens.","Trans Edinb Obstet Soc",NA,"25","1900","176-181","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,NA,"29613321"
"29613320","MED","PMC5492569","Pyosalpinx Removed by Laparotomy in the Early Puerperium.","Trans Edinb Obstet Soc",NA,"25","1900","38-46","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Murray RM.","29613320"
"29613319","MED","PMC5492568","Clinical Note of a Case of Eclampsia at the Sixth Month of Pregnancy, Treated by Saline Infusion and Veratrum Viride.","Trans Edinb Obstet Soc",NA,"25","1900","196-202","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-04-04","1900-01-01","0269-3402",NA,"Ballantyne JW.","29613319"
"29589705","MED","PMC5522562","Exhibition of Patient.","Trans Med Chir Soc Edinb",NA,"19","1900","136","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-29","1900-01-01","0267-2790",NA,NA,"29589705"
"29589706","MED","PMC5522555","Exhibition of Instrument.","Trans Med Chir Soc Edinb",NA,"19","1900","155-156","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-29","1900-01-01","0267-2790",NA,NA,"29589706"
"29584380","MED","PMC5522568","Case of Acute Ascending Paralysis Due to Influenza.","Trans Med Chir Soc Edinb",NA,"19","1900","201-206","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"James A, Fleming RA.","29584380"
"29584221","MED","PMC5522575","On the Radical Cure of Hernia, with the Statistics of Seven Years' Experience in the Royal Infirmary.","Trans Med Chir Soc Edinb",NA,"19","1900","35-43","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"MacGillivray CW.","29584221"
"29584220","MED","PMC5522573","On the Importance of Examining the Blood in Doubtful Cases of Disease.","Trans Med Chir Soc Edinb",NA,"19","1900","10-20","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Gulland GL.","29584220"
"29584219","MED","PMC5522571","Clinical Experience with Salol in Treatment of Small-Pox.","Trans Med Chir Soc Edinb",NA,"19","1900","56-58","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Begg C.","29584219"
"29584218","MED","PMC5522570","Paralysis of Vertical with Conservation of Lateral Conjugate Movements of Both Eyeballs.","Trans Med Chir Soc Edinb",NA,"19","1900","206-210","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Bruce A.","29584218"
"29584216","MED","PMC5522567","Exhibition of Pathological Specimens.","Trans Med Chir Soc Edinb",NA,"19","1900","28-33","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584216"
"29584217","MED","PMC5522569","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","44-53","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584217"
"29584215","MED","PMC5522565","Clinical Note on Residual Urine in Cases of Enlarged Prostate.","Trans Med Chir Soc Edinb",NA,"19","1900","197-201","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Miller AG.","29584215"
"29584214","MED","PMC5522564","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","1-2","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584214"
"29584213","MED","PMC5522563","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","55-56","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584213"
"29584212","MED","PMC5522561","Exhibition of Pathological Specimens.","Trans Med Chir Soc Edinb",NA,"19","1900","193-196","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584212"
"29584211","MED","PMC5522560","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","191-193","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584211"
"29584209","MED","PMC5522558","On the Increase of Diseases of the Nervous System and of Insanity.","Trans Med Chir Soc Edinb",NA,"19","1900","77-94","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Ireland WW.","29584209"
"29584210","MED","PMC5522559","Exhibition of Specimens.","Trans Med Chir Soc Edinb",NA,"19","1900","73-74","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584210"
"29584208","MED","PMC5522557","A Case of Murder and Suicide.","Trans Med Chir Soc Edinb",NA,"19","1900","64-71","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Littlejohn H.","29584208"
"29584207","MED","PMC5522556","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","21-28","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584207"
"29584206","MED","PMC5522554","Exhibition of Pathological Specimen.","Trans Med Chir Soc Edinb",NA,"19","1900","155","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584206"
"29584204","MED","PMC5522552","On Heredity in Disease.","Trans Med Chir Soc Edinb",NA,"19","1900","94-136","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Hamilton DJ.","29584204"
"29584205","MED","PMC5522553","Exhibition of Specimens.","Trans Med Chir Soc Edinb",NA,"19","1900","53-55","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584205"
"29584203","MED","PMC5522551","Exhibition of Instruments.","Trans Med Chir Soc Edinb",NA,"19","1900","33-35","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584203"
"29584201","MED","PMC5522548","The Origin and Development of the Umbilical Cord and Its Relation to the Amnion.","Trans Med Chir Soc Edinb",NA,"19","1900","164-191","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Foulis J.","29584201"
"29584202","MED","PMC5522550","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","152-155","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584202"
"29584200","MED","PMC5522547","Permanent Dislocation of the Patella.","Trans Med Chir Soc Edinb",NA,"19","1900","58-64","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"M'Laren JS.","29584200"
"29584199","MED","PMC5522546","Some Observations upon the General Blood Pressure in Sleeplessness and Sleep.","Trans Med Chir Soc Edinb",NA,"19","1900","156-164","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Bruce LC.","29584199"
"29584197","MED","PMC5522544","Exhibition of Instrument.","Trans Med Chir Soc Edinb",NA,"19","1900","74","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584197"
"29584198","MED","PMC5522545","Exhibition of Specimens.","Trans Med Chir Soc Edinb",NA,"19","1900","136-137","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584198"
"29584196","MED","PMC5522543","A Demonstration of the Advantage of Having Gauze Dressings Rolled in the Form of Balls, Which Pull out from the inside.","Trans Med Chir Soc Edinb",NA,"19","1900","74","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Cathcart CW.","29584196"
"29584195","MED","PMC5522542","Cross Infection, so Called, in Fever Hospitals.","Trans Med Chir Soc Edinb",NA,"19","1900","137-141","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Ker CB.","29584195"
"29584194","MED","PMC5522541","Exhibition of Patients.","Trans Med Chir Soc Edinb",NA,"19","1900","71-73","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,NA,"29584194"
"29584193","MED","PMC5522540","Valedictory Address.","Trans Med Chir Soc Edinb",NA,"19","1900","3-9","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Tuke JB.","29584193"
"29584192","MED","PMC5522539","The Activity of the Saliva in Diseased Conditions of the Body.","Trans Med Chir Soc Edinb",NA,"19","1900","141-152","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Robertson WGA.","29584192"
"29584191","MED","PMC5522538","Note on a Case of Ruptured Femoral Aneurism for Which the Common Femoral Artery Was Tied.","Trans Med Chir Soc Edinb",NA,"19","1900","75-76","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-03-28","1900-01-01","0267-2790",NA,"Caird FM.","29584191"
"29419177","MED","PMC5540128","Plague at Oporto.","Trans Epidemiol Soc Lond",NA,"19","1900","48-58","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Shadwell A.","29419177"
"29419176","MED","PMC5540127","Insanitary Property and Workmen's Dwellings in Liverpool.","Trans Epidemiol Soc Lond",NA,"19","1900","123-136","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Hope EW.","29419176"
"29419175","MED","PMC5540126","Advantages of Bacteriological Diagnosis as Instanced by the History of an Outbreak of Diphtheria in a Large School.","Trans Epidemiol Soc Lond",NA,"19","1900","117-122","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Berry FH.","29419175"
"29419174","MED","PMC5540125","Measles: Its Distribution and Control: Being the Experience of an Epidemic of over 2,000 Cases.","Trans Epidemiol Soc Lond",NA,"19","1900","137-163","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Robinson T.","29419174"
"29419173","MED","PMC5540124","On the Comparative Mortality of English Districts. Inaugural Address of Session 1899-1900.","Trans Epidemiol Soc Lond",NA,"19","1900","1-24","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Parsons HF.","29419173"
"29419172","MED","PMC5540122","Introduction to a Discussion on the Infectivity of Enteric Fever.","Trans Epidemiol Soc Lond",NA,"19","1900","164-198","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Goodall EW.","29419172"
"29419171","MED","PMC5540121","The Utility of Bacteriological Examination in a Diphtheria Epidemic in a School; with Special Reference to the Diphtheria in the Poplar Union Schools at Forest Gate, in 1898-1899.","Trans Epidemiol Soc Lond",NA,"19","1900","87-116","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Goadby KW.","29419171"
"29419170","MED","PMC5540120","Some Preventive Measures Adopted in the Presidency of Madras during the Late Epidemic Prevalence of Plague in India.","Trans Epidemiol Soc Lond",NA,"19","1900","59-86","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","Y","N","2018-02-09","1900-01-01","0951-4430",NA,"Low JS.","29419170"
"29419168","MED","PMC5540117","Measures Taken at Tor and Suez against Ships Coming from the Red Sea and the Far East.","Trans Epidemiol Soc Lond",NA,"19","1900","25-47","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Ruffer MA.","29419168"
"29419169","MED","PMC5540119","Seasonal Variations in Age-Distribution of Deaths from Certain Infectious Diseases.","Trans Epidemiol Soc Lond",NA,"19","1900","205-209","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Murphy SF.","29419169"
"29419167","MED","PMC5540115","On Immunity and Resistance as Factors in the Epidemicity of Infective Diseases.","Trans Epidemiol Soc Lond",NA,"19","1900","199-204","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-02-09","1900-01-01","0951-4430",NA,"Durham HE.","29419167"
"PMC5540123","PMC","PMC5540123","Sir Richard Thorne Thorne","Trans Epidemiol Soc Lond",NA,"19","1900","210-213","obituary","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2018-01-20","1900-01-01","0951-4430",NA,NA,NA
"29003291","MED","PMC5152265","Two Interesting Medico-Legal Cases: (<i>A</i>) False Charge of Dacoity with Self-Inflicted Injuries; (<i>B</i>) Rape-Question of Age of the Girl.","Ind Med Gaz","1","35","1900","8-9","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Tull-Walsh JH.","29003291"
"29003289","MED","PMC5152263","The Extermination of Malaria.","Ind Med Gaz","1","35","1900","37","letter; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Cornwall JW.","29003289"
"29003288","MED","PMC5152259","The War in South Africa.","Ind Med Gaz","1","35","1900","24","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003288"
"29003287","MED","PMC5152257","Current Topics.","Ind Med Gaz","1","35","1900","25-29","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003287"
"29003286","MED","PMC5152256","Dysentery <i>versus</i> Colitis.","Ind Med Gaz","1","35","1900","22-24","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003286"
"29003285","MED","PMC5152255","The Medical Arrangements.","Ind Med Gaz","1","35","1900","24","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003285"
"29003284","MED","PMC5152252","Case of Septic Endocarditis.","Ind Med Gaz","1","35","1900","18-20","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Brahmachari UN.","29003284"
"29003283","MED","PMC5152251","Report on Cases of Malarial Fever at the Hyderabad Medical School, during the Month of October 1899.","Ind Med Gaz","1","35","1900","1-5","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Lawrie E.","29003283"
"29003282","MED","PMC5152250","Wound Pensions.","Ind Med Gaz","1","35","1900","25","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003282"
"29003281","MED","PMC5152248","Medical Societies.","Ind Med Gaz","1","35","1900","36-37","meeting-report; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003281"
"29003280","MED","PMC5152245","De Impotentia.","Ind Med Gaz","1","35","1900","9-13","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Sutherland WD.","29003280"
"29003279","MED","PMC5152244","The Unpopularity of the R. A. M. C.","Ind Med Gaz","1","35","1900","24-25","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003279"
"29003278","MED","PMC5152243","The Test for Hæmoglobin.","Ind Med Gaz","1","35","1900","37","letter; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Powell A.","29003278"
"29003277","MED","PMC5152241","Ectopic Gestation: A Series of Eight Cases Treated by Abdominal Section.","Ind Med Gaz","1","35","1900","20","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Sturmer AJ.","29003277"
"29003276","MED","PMC5152240","Emphysema of the Intestine Produced by Round Worm.","Ind Med Gaz","1","35","1900","18","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Fearnside CJ.","29003276"
"29003275","MED","PMC5152239","The Famous Marches of the Guides.","Ind Med Gaz","1","35","1900","37","letter; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Macnab AJ.","29003275"
"29003274","MED","PMC5152238","The Symptoms of Stone in the Kidney.","Ind Med Gaz","1","35","1900","14-15","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Freyer PJ.","29003274"
"29003273","MED","PMC5152237","Case of Ectopic Gestation. Abdominal Section-Recovery.","Ind Med Gaz","1","35","1900","17-18","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Earle HM.","29003273"
"29003272","MED","PMC5152236","Renal Calculus Treated by Nephrectomy.","Ind Med Gaz","1","35","1900","15-17","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Smyth J.","29003272"
"29003271","MED","PMC5152235","Sclerotising or Cicatrising Granuloma.","Ind Med Gaz","1","35","1900","37-38","letter; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Powell A.","29003271"
"29003270","MED","PMC5152233","A Criticism of Col. Lawrie's Experiments.","Ind Med Gaz","1","35","1900","5-8","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Fearnside CJ.","29003270"
"29003269","MED","PMC5152232","Beri-Beri in the 28th Regt., Madras Infantry.","Ind Med Gaz","1","35","1900","17","research-article; journal article","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,"Eyre MS.","29003269"
"29003268","MED","PMC5152230","Sir William MacCormack.","Ind Med Gaz","1","35","1900","25","editorial","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003268"
"29003267","MED","PMC5152229","Service Notes.","Ind Med Gaz","1","35","1900","38-39","other; journal article","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003267"
"29003266","MED","PMC5152228","Texas Cattle Fever and the Mosquito Malaria Theory.","Ind Med Gaz","1","35","1900","21-22","editorial","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2017-10-12","1900-01-01","0019-5863",NA,NA,"29003266"
"PMC5152264","PMC","PMC5152264","Therapeutic Notes","Ind Med Gaz","1","35","1900","40-40","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152262","PMC","PMC5152262","Medicine : The Rôle of Rats in Plague—Cuban Malarial Fever","Ind Med Gaz","1","35","1900","34-36","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152260","PMC","PMC5152260","Enlargement of the Prostate","Ind Med Gaz","1","35","1900","30-31","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152258","PMC","PMC5152258","Die Hygiene des Gefangniswesens","Ind Med Gaz","1","35","1900","31-33","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152254","PMC","PMC5152254","Bacteriology and Pathology : Organisms Isolated from Cancer","Ind Med Gaz","1","35","1900","36-36","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152249","PMC","PMC5152249","The Agricultural Ledger, No. 5, 1899","Ind Med Gaz","1","35","1900","30-30","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152247","PMC","PMC5152247","Differential Diagnosis with Clinical Memoranda","Ind Med Gaz","1","35","1900","31-31","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152242","PMC","PMC5152242","The Practice of Medicine","Ind Med Gaz","1","35","1900","29-30","book-review; book review","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"PMC5152231","PMC","PMC5152231","Extracts from Foreign Medical Journals : The Staining of the Malarial Parasite—The Development of the Malarial Parasite—The Prophylaxis of Malaria—The Treatment of Malaria by Methylene Blue—The Use of Tannoform—Bael Fruit","Ind Med Gaz","1","35","1900","33-34","other","Y","Y","Y","Y","N","N",0,"N","N","N","N","N","2017-09-15","1900-01-01","0019-5863",NA,NA,NA
"25259337","MED","PMC1322531","Case of primary (traumatic) non-infective thrombosis of the cavernous sinus-operation by Dr. F. Hartley-remarks.","Trans Am Ophthalmol Soc",NA,"9","1900","76.2-82.1","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2014-09-27","1900-01-01","0065-9533; 1545-6110; ",NA,"Knapp H.","25259337"
"25259336","MED","PMC1322527","Report of post-mortem examination, with specimens of a case of leontiasis ossea in which ocular symptoms were present.","Trans Am Ophthalmol Soc",NA,"9","1900","58.2-60","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2014-09-27","1900-01-01","0065-9533; 1545-6110; ",NA,"Sattler R.","25259336"
"25259335","MED","PMC1322555","Edward L. Holmes, M.D., LL.D.","Trans Am Ophthalmol Soc",NA,"9","1900","198.2-200","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2014-09-27","1900-01-01","0065-9533; 1545-6110; ",NA,NA,"25259335"
"25259334","MED","PMC1322551","Papilloma of the plica semi-lunaris.","Trans Am Ophthalmol Soc",NA,"9","1900","186.2-189","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2014-09-27","1900-01-01","0065-9533; 1545-6110; ",NA,"DeSchweinitz GE.","25259334"
